CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,201229,2020-12-29,090741,CME ,00,090 ,  154464,    3118,   87384,     116,   61555,   18527,    4301,   25676,   24487,    4856,   14535,     434,     230,  114387,  140335,   40077,   14129,   -2133,     236,    3471,     110,   -2289,     306,      21,     528,   -6579,     -61,     463,     434,       0,    -992,   -2298,   -1141,     165,  100.0,    2.0,   56.6,    0.1,   39.9,   12.0,    2.8,   16.6,   15.9,    3.1,    9.4,    0.3,    0.1,   74.1,   90.9,   25.9,    9.1,    101,.,     10,.,     23,      9,      5,     23,     18,     11,     13,.,.,     70,     51,    24.3,    53.1,    33.6,    66.2,    22.2,    53.1,    30.8,    65.4,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,201221,2020-12-21,090741,CME ,00,090 ,  156597,    2882,   83913,       6,   63844,   18221,    4280,   25148,   31066,    4917,   14072,       0,     230,  115379,  142633,   41218,   13964,  -39633,   -4067,   21299,  -35511,    2299,     607,    -805,    2712,  -23206,    -609,     908,    -400,       0,  -35073,  -38625,   -4560,   -1008,  100.0,    1.8,   53.6,    0.0,   40.8,   11.6,    2.7,   16.1,   19.8,    3.1,    9.0,    0.0,    0.1,   73.7,   91.1,   26.3,    8.9,    104,.,     10,.,     24,      9,      5,     22,     23,     15,     13,      0,.,     74,     53,    23.8,    52.2,    34.0,    62.9,    22.8,    52.2,    31.9,    62.2,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,201215,2020-12-15,090741,CME ,00,090 ,  196230,    6949,   62614,   35517,   61545,   17614,    5085,   22436,   54272,    5526,   13164,     400,     230,  150452,  181258,   45778,   14972,   32641,     145,     742,   35279,   -4057,   -2455,     725,    1770,    2121,   -1666,     221,       0,    -124,   32293,   34622,     348,   -1981,  100.0,    3.5,   31.9,   18.1,   31.4,    9.0,    2.6,   11.4,   27.7,    2.8,    6.7,    0.2,    0.1,   76.7,   92.4,   23.3,    7.6,    108,      6,      9,      7,     23,     10,      8,     20,     27,     14,     12,.,.,     75,     64,    30.2,    45.5,    40.0,    60.3,    17.6,    30.4,    25.0,    45.2,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,201208,2020-12-08,090741,CME ,00,090 ,  163589,    6804,   61872,     238,   65602,   20069,    4360,   20666,   52151,    7192,   12943,     400,     354,  118159,  146636,   45430,   16953,   15786,    1233,    3098,      14,    1994,      95,     632,    5166,    6679,    2847,    -417,     400,      20,   11489,   13785,    4297,    2001,  100.0,    4.2,   37.8,    0.1,   40.1,   12.3,    2.7,   12.6,   31.9,    4.4,    7.9,    0.2,    0.2,   72.2,   89.6,   27.8,   10.4,    106,      5,      8,      4,     23,     10,      9,     19,     28,     17,     12,.,.,     74,     64,    22.7,    34.6,    33.9,    51.7,    22.6,    34.6,    31.9,    51.7,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,201201,2020-12-01,090741,CME ,00,090 ,  147803,    5571,   58774,     224,   63608,   19974,    3728,   15500,   45472,    4345,   13360,       0,     334,  106670,  132851,   41133,   14952,    6980,     396,    3864,      15,    5241,     922,    -123,   -3256,    2049,     924,    -415,       0,     183,    2965,    7834,    4015,    -854,  100.0,    3.8,   39.8,    0.2,   43.0,   13.5,    2.5,   10.5,   30.8,    2.9,    9.0,    0.0,    0.2,   72.2,   89.9,   27.8,   10.1,     99,      4,      8,      4,     24,     10,      6,     17,     24,     12,     12,      0,.,     68,     55,    25.3,    36.8,    37.0,    53.7,    25.1,    36.8,    34.5,    53.7,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,201124,2020-11-24,090741,CME ,00,090 ,  140823,    5175,   54910,     209,   58367,   19052,    3851,   18756,   43423,    3421,   13775,       0,     151,  103705,  125017,   37118,   15806,    4209,    -964,    5567,      85,    -444,   -4738,    -599,    3681,    3039,     155,    1135,       0,       2,    3051,    3511,    1158,     698,  100.0,    3.7,   39.0,    0.1,   41.4,   13.5,    2.7,   13.3,   30.8,    2.4,    9.8,    0.0,    0.1,   73.6,   88.8,   26.4,   11.2,    103,      4,      8,      4,     23,     10,      5,     21,     25,     16,     12,      0,.,     71,     59,    25.3,    37.9,    34.5,    53.1,    22.6,    37.9,    31.9,    52.9,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,201117,2020-11-17,090741,CME ,00,090 ,  136614,    6139,   49343,     124,   58811,   23790,    4450,   15075,   40384,    3266,   12640,       0,     149,  100654,  121506,   35960,   15108,     158,     280,     628,       0,     154,    2524,     -93,    -325,   -3151,     918,     482,       0,       0,    1416,     826,   -1258,    -668,  100.0,    4.5,   36.1,    0.1,   43.0,   17.4,    3.3,   11.0,   29.6,    2.4,    9.3,    0.0,    0.1,   73.7,   88.9,   26.3,   11.1,    102,      5,      8,      4,     21,     12,      7,     16,     28,     13,     11,      0,.,     66,     62,    27.3,    37.0,    37.1,    51.9,    25.4,    37.0,    34.5,    51.6,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,201110,2020-11-10,090741,CME ,00,090 ,  136456,    5859,   48715,     124,   58657,   21266,    4543,   15400,   43535,    2348,   12158,       0,     149,   99238,  120680,   37218,   15776,   11564,     541,    6078,      85,   -1176,     371,    1228,    4391,    5654,     652,     472,       0,      66,    6259,   14134,    5305,   -2570,  100.0,    4.3,   35.7,    0.1,   43.0,   15.6,    3.3,   11.3,   31.9,    1.7,    8.9,    0.0,    0.1,   72.7,   88.4,   27.3,   11.6,    101,      4,      9,      4,     22,     11,      8,     14,     30,     13,     11,      0,.,     64,     64,    27.4,    36.7,    37.0,    51.1,    25.5,    36.7,    34.4,    50.8,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,201103,2020-11-03,090741,CME ,00,090 ,  124892,    5318,   42637,      39,   59833,   20895,    3315,   11009,   37881,    1696,   11686,       0,      83,   92979,  106546,   31913,   18346,    2489,     -10,    4917,       0,    3704,   -1416,    -613,   -2015,   -1378,     373,      69,    -400,      54,    1562,    1537,     927,     952,  100.0,    4.3,   34.1,    0.0,   47.9,   16.7,    2.7,    8.8,   30.3,    1.4,    9.4,    0.0,    0.1,   74.4,   85.3,   25.6,   14.7,     93,      5,      9,.,     23,     10,      8,     15,     21,     10,     10,      0,.,     61,     54,    30.8,    37.8,    41.1,    52.9,    28.7,    37.8,    39.0,    52.9,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,201027,2020-10-27,090741,CME ,00,090 ,  122403,    5328,   37720,      39,   56129,   22311,    3928,   13024,   39259,    1323,   11617,     400,      29,   91417,  105009,   30986,   17394,    -863,     255,    2416,    -116,    -375,    2537,     700,    -324,   -4517,    -918,     306,     400,       0,    -472,     502,    -391,   -1365,  100.0,    4.4,   30.8,    0.0,   45.9,   18.2,    3.2,   10.6,   32.1,    1.1,    9.5,    0.3,    0.0,   74.7,   85.8,   25.3,   14.2,    100,      6,      8,.,     22,     11,      9,     12,     30,     11,     10,.,.,     61,     62,    28.5,    35.2,    38.3,    49.3,    27.4,    35.2,    36.0,    49.3,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,201020,2020-10-20,090741,CME ,00,090 ,  123266,    5073,   35304,     155,   56504,   19774,    3228,   13348,   43776,    2241,   11311,       0,      29,   91889,  104507,   31377,   18759,    1310,    1006,   -2323,      47,     297,    1379,    -312,     573,    3403,     956,    -992,       0,       6,    1581,    3156,    -271,   -1846,  100.0,    4.1,   28.6,    0.1,   45.8,   16.0,    2.6,   10.8,   35.5,    1.8,    9.2,    0.0,    0.0,   74.5,   84.8,   25.5,   15.2,    101,      5,      9,.,     23,     10,      8,     16,     28,     13,     10,      0,.,     66,     60,    28.0,    34.1,    37.5,    45.8,    27.2,    34.0,    35.3,    45.7,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,201013,2020-10-13,090741,CME ,00,090 ,  121956,    4067,   37627,     108,   56207,   18395,    3540,   12775,   40373,    1285,   12303,       0,      23,   90308,  101351,   31648,   20605,    8138,    1001,    7535,     -16,    3584,     884,    -508,     553,     667,     -50,     252,       0,      23,    4839,    8535,    3299,    -397,  100.0,    3.3,   30.9,    0.1,   46.1,   15.1,    2.9,   10.5,   33.1,    1.1,   10.1,    0.0,    0.0,   74.0,   83.1,   26.0,   16.9,     93,      5,      9,.,     23,      9,      7,     13,     23,      8,     11,      0,.,     59,     52,    27.6,    35.1,    38.3,    47.8,    26.8,    35.0,    36.0,    47.6,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,201006,2020-10-06,090741,CME ,00,090 ,  113818,    3066,   30092,     124,   52623,   17511,    4048,   12222,   39706,    1335,   12051,       0,       0,   85469,   92816,   28349,   21002,     -44,     619,    1075,    -272,    2451,   -3612,     771,   -2075,     350,     164,    1210,       0,       0,    2868,   -1524,   -2912,    1480,  100.0,    2.7,   26.4,    0.1,   46.2,   15.4,    3.6,   10.7,   34.9,    1.2,   10.6,    0.0,    0.0,   75.1,   81.5,   24.9,   18.5,     94,      5,      8,.,     22,     10,      8,     14,     24,      8,     11,      0,      0,     59,     54,    30.5,    32.1,    40.5,    45.4,    29.5,    32.0,    37.9,    45.3,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,200929,2020-09-29,090741,CME ,00,090 ,  113862,    2447,   29017,     396,   50172,   21123,    3277,   14297,   39356,    1171,   10841,       0,       0,   82601,   94340,   31261,   19522,   -3702,    -557,   -5387,     116,   -2887,    1040,      24,   -1281,   -1708,     101,     408,    -430,       0,   -4076,   -6244,     374,    2542,  100.0,    2.1,   25.5,    0.3,   44.1,   18.6,    2.9,   12.6,   34.6,    1.0,    9.5,    0.0,    0.0,   72.5,   82.9,   27.5,   17.1,     96,      4,      9,.,     21,     14,      7,     14,     23,      6,     11,      0,      0,     59,     52,    28.8,    31.5,    38.5,    43.4,    27.4,    31.2,    36.0,    43.1,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,200922,2020-09-22,090741,CME ,00,090 ,  117564,    3004,   34404,     280,   53059,   20083,    3253,   15578,   41064,    1070,   10433,     430,       0,   86677,  100584,   30887,   16980,  -29709,     482,  -17050,   -9183,    2238,   -1190,     220,   -3395,     165,   -2340,    -844,       0,       0,  -12822,  -29378,  -16887,    -331,  100.0,    2.6,   29.3,    0.2,   45.1,   17.1,    2.8,   13.3,   34.9,    0.9,    8.9,    0.4,    0.0,   73.7,   85.6,   26.3,   14.4,     99,      5,      9,.,     22,     12,      9,     15,     23,      9,     11,.,      0,     61,     59,    27.9,    37.3,    38.5,    50.2,    26.7,    37.1,    36.1,    49.9,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
